"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSPFOG00000003365",14703.8856668278,0.211810783559584,0.0514806995281382,4.1143726775471,3.88233773579647e-05,0.00478072892092994
"ENSPFOG00000003590",3670.72461028804,0.238303423808976,0.0741510988322693,3.21375444951964,0.00131011659760622,0.0408848905749325
"ENSPFOG00000005683",256.21539585047,-2.47987226360287,0.528480997312491,-4.69245304223591,2.69948509102352e-06,0.000995962753946352
"ENSPFOG00000023469",3226.83153560868,0.282786647700482,0.0804770850210031,3.51387786506779,0.000441615813060279,0.0215934170569137
"ENSPFOG00000002872",6189.32472758828,0.29660014384364,0.0784898888148629,3.77883251361513,0.000157565352499134,0.0120653438977828
"ENSPFOG00000001878",1345.40527498451,0.376443748893523,0.109161514860908,3.44850242663985,0.00056370440473879,0.0254193106243545
"ENSPFOG00000003271",610.374185692408,-0.365733983310698,0.108038498263804,-3.38521905791087,0.000711214718173297,0.0288063254714023
"ENSPFOG00000007061",3242.78231175834,0.177913022593144,0.0563844248436328,3.15535758476811,0.00160301504679162,0.0456859288335611
"ENSPFOG00000003594",19655.884365584,0.202422402187264,0.0644376069011385,3.14137057414041,0.00168159113804992,0.0471014855301507
"ENSPFOG00000002014",1184.36999393285,-0.533718113014499,0.166090478983408,-3.21341786887023,0.00131165305363104,0.0408848905749325
"ENSPFOG00000006381",39.7593270734778,-2.98345558880947,0.709588637301515,-4.20448613742635,2.61675975005059e-05,0.00384777455420483
"ENSPFOG00000006473",186.40122443344,-1.10263354559624,0.34566047280049,-3.18993241160283,0.00142306070945344,0.0426106167444819
"ENSPFOG00000013233",3028.00786374056,-0.315919982106131,0.0878926747025141,-3.59438352713021,0.000325160563811461,0.0186916661780798
"ENSPFOG00000016498",8405.69920163194,0.193592705197355,0.0584612237663069,3.31147199332027,0.000928065291688606,0.0334499127867588
"ENSPFOG00000000937",310.88467995786,-0.644665143603761,0.171525270745366,-3.75842662018465,0.000170985167179765,0.0125819554652564
"ENSPFOG00000002472",595.698503261589,0.702631497437068,0.177594621700872,3.9563782433712,7.60946442039891e-05,0.00738809818271458
"ENSPFOG00000002478",5220.08238621243,0.125328273636061,0.0380530500434518,3.29351454069915,0.000989432237817316,0.0349783257313397
"ENSPFOG00000003145",12575.2074604451,0.505282760289302,0.119951082355342,4.21240684425386,2.52663928191455e-05,0.00379781957841556
"ENSPFOG00000001495",1965.0182649439,0.480846412068433,0.113092679493955,4.25179078097742,2.12067931128012e-05,0.00352728070364722
"ENSPFOG00000002916",21202.9071836318,-0.571646362732557,0.17802490531382,-3.21104713817916,0.00132252238835481,0.0411604667246868
"ENSPFOG00000015638",104.704594885085,-0.721923104084965,0.197714655838475,-3.65133834425885,0.000260877285378506,0.0162384106592044
"ENSPFOG00000015779",5690.04102411348,-0.708799047783903,0.216142527094035,-3.27931322592307,0.00104060066698311,0.0357290503120496
"ENSPFOG00000006509",301.346935043256,-0.655914875013311,0.144010069800748,-4.55464590719825,5.24738926339335e-06,0.00149971863285603
"ENSPFOG00000012803",1419.40169272194,-1.45687270466381,0.34637776751293,-4.2060225606409,2.59904299490174e-05,0.00384777455420483
"ENSPFOG00000005132",963.004972237047,-0.952188267290575,0.286238038587935,-3.3265609001092,0.000879248044525671,0.0324394569445726
"ENSPFOG00000005660",412.927717583345,0.612644171472851,0.137025022616567,4.47103864516189,7.78406295804031e-06,0.0018623596689388
"ENSPFOG00000006045",420.966962187077,0.396696209675875,0.110470967648668,3.59095442105199,0.000329469255003234,0.0187683858032828
